match id,entity,type,positive,sentiment,divisie
473612,NEC,ORG,3,neutral,Eredivisie
473612,1,CARDINAL,3,neutral,Eredivisie
473612,4,CARDINAL,3,neutral,Eredivisie
473612,Nijmeegse club,ORG,3,neutral,Eredivisie
473612,eerste,ORDINAL,3,neutral,Eredivisie
473612,NEC watcher,ORG,3,neutral,Eredivisie
473612,j bijma gelderlander,PERSON,3,neutral,Eredivisie
473612,Heartless,ORG,1,negative,Eredivisie
473612,Music lover,ORG,1,negative,Eredivisie
473612,bekliyoruz bugn,FAC,1,negative,Eredivisie
473612,Haydi,GPE,1,negative,Eredivisie
473612,0111,CARDINAL,1,negative,Eredivisie
473612,Aydna sahip,WORK_OF_ART,1,negative,Eredivisie
473612,Spende fr,ORG,1,negative,Eredivisie
473612,S. emekli,PERSON,1,negative,Eredivisie
473612,bekliyoruz bugn,FAC,1,negative,Eredivisie
473612,Haydi,GPE,1,negative,Eredivisie
473612,0111,CARDINAL,1,negative,Eredivisie
473612,Aydna sahip,WORK_OF_ART,1,negative,Eredivisie
473612,Spende fr,ORG,1,negative,Eredivisie
473612,S. tunahan,PERSON,1,negative,Eredivisie
473612,FULL TIME,WORK_OF_ART,1,negative,Eredivisie
473612,NEC NIJMEGEN,ORG,1,negative,Eredivisie
473612,1,CARDINAL,1,negative,Eredivisie
473612,4,CARDINAL,1,negative,Eredivisie
473612,FEYENOORD ROTTERDAM,ORG,1,negative,Eredivisie
473612,17,CARDINAL,1,negative,Eredivisie
473612,Lasse Schne,PERSON,1,negative,Eredivisie
473612,32,CARDINAL,1,negative,Eredivisie
473612,53,CARDINAL,1,negative,Eredivisie
473612,Orkun,WORK_OF_ART,1,negative,Eredivisie
473612,64,CARDINAL,1,negative,Eredivisie
473612,A. Penikmat,PERSON,1,negative,Eredivisie
473612,yang hobi,FAC,1,negative,Eredivisie
473612,bergulat,WORK_OF_ART,1,negative,Eredivisie
473612,Varkenoord Fanboy,ORG,5,positive,Eredivisie
473612,Opinions I Insta,ORG,5,positive,Eredivisie
473612,bekliyoruz bugn,FAC,1,negative,Eredivisie
473612,Haydi,GPE,1,negative,Eredivisie
473612,0111,CARDINAL,1,negative,Eredivisie
473612,Aydna sahip,WORK_OF_ART,1,negative,Eredivisie
473612,Spende fr,ORG,1,negative,Eredivisie
473612,bir böcek,PERSON,1,negative,Eredivisie
473612,uğur böceklerine,PERSON,1,negative,Eredivisie
473612,akraba,PERSON,1,negative,Eredivisie
473612,karafatmaların komşusu,PERSON,1,negative,Eredivisie
473612,köylüsü,LOC,1,negative,Eredivisie
473612,Kuip,FAC,4,neutral,Eredivisie
473612,tweede,ORDINAL,4,neutral,Eredivisie
473612,Nederlands,NORP,4,neutral,Eredivisie
473612,Gebiedscommissie Charlois,ORG,4,neutral,Eredivisie
473612,GroenLinks   Rotterdam,ORG,4,neutral,Eredivisie
473612,Nederland,GPE,1,negative,Eredivisie
473612,Feyenoord   korfbal,ORG,1,negative,Eredivisie
473612,Anoniem,PERSON,1,negative,Eredivisie
473612,Drie,CARDINAL,5,positive,Eredivisie
473612,FT. One Football,WORK_OF_ART,5,positive,Eredivisie
473612,News,WORK_OF_ART,5,positive,Eredivisie
473612,Winter,PERSON,5,positive,Eredivisie
473612,11 juni,DATE,5,positive,Eredivisie
473612,Welcome to the,ORG,5,positive,Eredivisie
473612,Feyenoord,ORG,5,positive,Eredivisie
473612,EE darts,ORG,5,positive,Eredivisie
473612,ALLIIIIIII,ORG,5,positive,Eredivisie
473612,64,CARDINAL,5,positive,Eredivisie
473612,1,CARDINAL,5,positive,Eredivisie
473612,3,CARDINAL,5,positive,Eredivisie
473612,News,WORK_OF_ART,5,positive,Eredivisie
473612,Japanse Feyenoorder,ORG,5,positive,Eredivisie
473612,anti020,ORG,5,positive,Eredivisie
473612,Eredivisie,ORG,5,positive,Eredivisie
473612,Oranje,PERSON,5,positive,Eredivisie
473612,bekliyoruz bugn,FAC,1,negative,Eredivisie
473612,Haydi,GPE,1,negative,Eredivisie
473612,0111,CARDINAL,1,negative,Eredivisie
473612,Aydna sahip,WORK_OF_ART,1,negative,Eredivisie
473612,Spende fr,FAC,1,negative,Eredivisie
473612,mutlu olmayı,PERSON,1,negative,Eredivisie
473612,beklemek yerine,PERSON,1,negative,Eredivisie
473612,mutlu olmayı denemelisiniz,PERSON,1,negative,Eredivisie
473612,Sports Manager,ORG,1,negative,Eredivisie
473612,2,CARDINAL,5,positive,Eredivisie
473612,95,CARDINAL,5,positive,Eredivisie
473612,Rotterdam,GPE,5,positive,Eredivisie
473612,010bynight,DATE,5,positive,Eredivisie
473612,marcvanderstelt,DATE,5,positive,Eredivisie
473612,GoThorium,WORK_OF_ART,5,positive,Eredivisie
473612,feyenoord,ORG,5,positive,Eredivisie
473612,33,CARDINAL,5,positive,Eredivisie
473612,bekliyoruz bugn,FAC,1,negative,Eredivisie
473612,Haydi,GPE,1,negative,Eredivisie
473612,0111,CARDINAL,1,negative,Eredivisie
473612,Aydna sahip,WORK_OF_ART,1,negative,Eredivisie
473612,Spende fr,ORG,1,negative,Eredivisie
473612,GT GRUPLARINA,ORG,1,negative,Eredivisie
473612,Welcome to the,ORG,5,positive,Eredivisie
473612,FEYENOORD TILL I DIE,ORG,5,positive,Eredivisie
473612,BoetFR2,PERSON,5,positive,Eredivisie
473612,GoFeyenoordCity,DATE,5,positive,Eredivisie
473612,Theologian,GPE,5,positive,Eredivisie
473612,Louvain,GPE,5,positive,Eredivisie
473612,Nymegen,GPE,5,positive,Eredivisie
473612,Alpha course,ORG,5,positive,Eredivisie
473612,Catholic Socialist,ORG,5,positive,Eredivisie
473612,Retweets,WORK_OF_ART,5,positive,Eredivisie
473612,endorsments,PERSON,5,positive,Eredivisie
473612,23,CARDINAL,5,positive,Eredivisie
473612,97,CARDINAL,5,positive,Eredivisie
473612,1,CARDINAL,5,positive,Eredivisie
473612,1,CARDINAL,5,positive,Eredivisie
473612,UEFA C,ORG,5,positive,Eredivisie
473612,Drie,CARDINAL,5,positive,Eredivisie
473612,FT. EMIopzuid,ORG,5,positive,Eredivisie
473612,Feyenoord,ORG,5,positive,Eredivisie
473612,NBA,ORG,5,positive,Eredivisie
473612,HIJS,ORG,5,positive,Eredivisie
473612,2022,DATE,5,positive,Eredivisie
473612,PVV,ORG,5,positive,Eredivisie
473612,Vlaams Belang,ORG,5,positive,Eredivisie
473612,Feyenoord,ORG,5,positive,Eredivisie
473612,Also I,PERSON,5,positive,Eredivisie
473612,I speaks,PERSON,5,positive,Eredivisie
473612,english,PERSON,5,positive,Eredivisie
473612,Feyenoord,NORP,5,positive,Eredivisie
473612,1976,DATE,5,positive,Eredivisie
473612,eerste,ORDINAL,5,positive,Eredivisie
473612,eerste,ORDINAL,5,positive,Eredivisie
473612,bekliyoruz bugn,FAC,1,negative,Eredivisie
473612,Haydi,GPE,1,negative,Eredivisie
473612,0111,CARDINAL,1,negative,Eredivisie
473612,Aydna sahip,WORK_OF_ART,1,negative,Eredivisie
473612,Spende fr,ORG,1,negative,Eredivisie
473612,Drie,CARDINAL,5,positive,Eredivisie
473612,Antifa,ORG,3,neutral,Eredivisie
473612,Drie,CARDINAL,5,positive,Eredivisie
473612,Feyenoord,ORG,1,negative,Eredivisie
473612,bekliyoruz bugn,FAC,1,negative,Eredivisie
473612,Haydi,GPE,1,negative,Eredivisie
473612,0111,CARDINAL,1,negative,Eredivisie
473612,Aydna sahip,WORK_OF_ART,1,negative,Eredivisie
473612,Spende fr,ORG,1,negative,Eredivisie
473612,tek kurucusu,PERSON,1,negative,Eredivisie
473612,ATATÜRK benim,ORG,1,negative,Eredivisie
473612,ve ezeli,WORK_OF_ART,1,negative,Eredivisie
473612,ve esin kaynağımızdır,WORK_OF_ART,1,negative,Eredivisie
473612,Feyenoord,ORG,1,negative,Eredivisie
473612,Drie,CARDINAL,5,positive,Eredivisie
473612,Pozie,PERSON,5,positive,Eredivisie
473612,OSINT,WORK_OF_ART,5,positive,Eredivisie
473612,Source Intelligence,ORG,5,positive,Eredivisie
473612,TheGreenNation,WORK_OF_ART,5,positive,Eredivisie
473612,Presidentielle2022,FAC,5,positive,Eredivisie
473612,Tweede laureaat,ORG,1,negative,Eredivisie
473612,Nekka,WORK_OF_ART,1,negative,Eredivisie
473612,2019,DATE,1,negative,Eredivisie
473612,Maalbeek,GPE,1,negative,Eredivisie
473612,Pozie,PERSON,5,positive,Eredivisie
473612,Tweede laureaat,ORG,5,positive,Eredivisie
473612,Nekka,WORK_OF_ART,5,positive,Eredivisie
473612,2019,DATE,5,positive,Eredivisie
473612,Maalbeek,GPE,5,positive,Eredivisie
473612,Tweede laureaat,ORG,3,neutral,Eredivisie
473612,Nekka,WORK_OF_ART,3,neutral,Eredivisie
473612,2019,DATE,3,neutral,Eredivisie
473612,Maalbeek,GPE,3,neutral,Eredivisie
473612,Tweede laureaat,ORG,3,neutral,Eredivisie
473612,Nekka,WORK_OF_ART,3,neutral,Eredivisie
473612,2019,DATE,3,neutral,Eredivisie
473612,Maalbeek,GPE,3,neutral,Eredivisie
473612,Tweede laureaat,ORG,1,negative,Eredivisie
473612,Nekka,WORK_OF_ART,1,negative,Eredivisie
473612,2019,DATE,1,negative,Eredivisie
473612,Maalbeek,GPE,1,negative,Eredivisie
473612,Tweede laureaat,ORG,3,neutral,Eredivisie
473612,Nekka,WORK_OF_ART,3,neutral,Eredivisie
473612,2019,DATE,3,neutral,Eredivisie
473612,Maalbeek,GPE,3,neutral,Eredivisie
473612,Tweede laureaat,ORG,5,positive,Eredivisie
473612,Nekka,WORK_OF_ART,5,positive,Eredivisie
473612,2019,DATE,5,positive,Eredivisie
473612,Maalbeek,GPE,5,positive,Eredivisie
473612,OSINT,ORG,1,negative,Eredivisie
473612,Source Intelligence,ORG,1,negative,Eredivisie
473612,TheGreenNation,WORK_OF_ART,1,negative,Eredivisie
473612,Presidentielle2022,FAC,1,negative,Eredivisie
473612,Tweede laureaat,ORG,1,negative,Eredivisie
473612,Nekka,WORK_OF_ART,1,negative,Eredivisie
473612,2019,DATE,1,negative,Eredivisie
473612,Maalbeek,GPE,1,negative,Eredivisie
473612,bekliyoruz bugn,FAC,1,negative,Eredivisie
473612,Haydi,GPE,1,negative,Eredivisie
473612,0111,CARDINAL,1,negative,Eredivisie
473612,Aydna sahip,WORK_OF_ART,1,negative,Eredivisie
473612,Spende fr,ORG,1,negative,Eredivisie
473612,S. Tek Liderim,PERSON,1,negative,Eredivisie
473612,KEMAL,ORG,1,negative,Eredivisie
473612,ATATÜRK     ,ORG,1,negative,Eredivisie
473612,Tweede laureaat,ORG,3,neutral,Eredivisie
473612,Nekka,WORK_OF_ART,3,neutral,Eredivisie
473612,2019,DATE,3,neutral,Eredivisie
473612,Maalbeek,GPE,3,neutral,Eredivisie
473612,Tweede laureaat,ORG,1,negative,Eredivisie
473612,Nekka,WORK_OF_ART,1,negative,Eredivisie
473612,2019,DATE,1,negative,Eredivisie
473612,Maalbeek,GPE,1,negative,Eredivisie
473612,Welcome to the,ORG,5,positive,Eredivisie
473612,PVV,ORG,5,positive,Eredivisie
473612,Vlaams Belang,ORG,5,positive,Eredivisie
473612,Feyenoord,ORG,5,positive,Eredivisie
473612,Also I,PERSON,5,positive,Eredivisie
473612,I speaks,PERSON,5,positive,Eredivisie
473612,english,PERSON,5,positive,Eredivisie
473612,Tweede laureaat,ORG,3,neutral,Eredivisie
473612,Nekka,WORK_OF_ART,3,neutral,Eredivisie
473612,2019,DATE,3,neutral,Eredivisie
473612,Maalbeek,GPE,3,neutral,Eredivisie
473612,Tweede laureaat,ORG,4,neutral,Eredivisie
473612,Nekka,WORK_OF_ART,4,neutral,Eredivisie
473612,2019,DATE,4,neutral,Eredivisie
473612,Maalbeek,GPE,4,neutral,Eredivisie
473612,Tweede laureaat,ORG,3,neutral,Eredivisie
473612,Nekka,WORK_OF_ART,3,neutral,Eredivisie
473612,2019,DATE,3,neutral,Eredivisie
473612,Maalbeek,GPE,3,neutral,Eredivisie
473612,Twee,CARDINAL,2,neutral,Eredivisie
473612,Tweede laureaat,ORG,2,neutral,Eredivisie
473612,Nekka,WORK_OF_ART,2,neutral,Eredivisie
473612,2019,DATE,2,neutral,Eredivisie
473612,Maalbeek,GPE,2,neutral,Eredivisie
473612,Amsterdam,GPE,3,neutral,Eredivisie
473612,Tweede laureaat,ORG,3,neutral,Eredivisie
473612,Nekka,WORK_OF_ART,3,neutral,Eredivisie
473612,2019,DATE,3,neutral,Eredivisie
473612,Maalbeek,GPE,3,neutral,Eredivisie
473612,feyenoord,EVENT,5,positive,Eredivisie
473612,Tweede laureaat,ORG,5,positive,Eredivisie
473612,Nekka,WORK_OF_ART,5,positive,Eredivisie
473612,2019,DATE,5,positive,Eredivisie
473612,Maalbeek,GPE,5,positive,Eredivisie
473612,Hoop,ORG,3,neutral,Eredivisie
473612,Tweede laureaat,ORG,3,neutral,Eredivisie
473612,Nekka,WORK_OF_ART,3,neutral,Eredivisie
473612,2019,DATE,3,neutral,Eredivisie
473612,Maalbeek,GPE,3,neutral,Eredivisie
473612,bekliyoruz bugn,FAC,1,negative,Eredivisie
473612,Haydi,GPE,1,negative,Eredivisie
473612,0111,CARDINAL,1,negative,Eredivisie
473612,Aydna sahip,WORK_OF_ART,1,negative,Eredivisie
473612,Spende fr,ORG,1,negative,Eredivisie
473612,S. elim_sende_,PERSON,1,negative,Eredivisie
473612,tüm desteklerimiz,WORK_OF_ART,1,negative,Eredivisie
473612,Tweede laureaat,ORG,3,neutral,Eredivisie
473612,Nekka,WORK_OF_ART,3,neutral,Eredivisie
473612,2019,DATE,3,neutral,Eredivisie
473612,Maalbeek,GPE,3,neutral,Eredivisie
473612,Tweede laureaat,ORG,3,neutral,Eredivisie
473612,Nekka,WORK_OF_ART,3,neutral,Eredivisie
473612,2019,DATE,3,neutral,Eredivisie
473612,Maalbeek,GPE,3,neutral,Eredivisie
473612,3,CARDINAL,3,neutral,Eredivisie
473612,Hooibrug,GPE,3,neutral,Eredivisie
473612,Landgoed Venr,FAC,3,neutral,Eredivisie
473612,Feyenoord,ORG,3,neutral,Eredivisie
473612,DD,ORG,3,neutral,Eredivisie
473612,Liverpool FC,ORG,3,neutral,Eredivisie
473612,Qatar,GPE,1,negative,Eredivisie
473612,Hein Meurs,PERSON,1,negative,Eredivisie
473612,Voetblah,LAW,1,negative,Eredivisie
473612,Tweede laureaat,ORG,3,neutral,Eredivisie
473612,Nekka,WORK_OF_ART,3,neutral,Eredivisie
473612,2019,DATE,3,neutral,Eredivisie
473612,Maalbeek,GPE,3,neutral,Eredivisie
473612,Tweede laureaat,ORG,1,negative,Eredivisie
473612,Nekka,WORK_OF_ART,1,negative,Eredivisie
473612,2019,DATE,1,negative,Eredivisie
473612,Maalbeek,GPE,1,negative,Eredivisie
473612,3,CARDINAL,3,neutral,Eredivisie
473612,Natuurliefhebber,ORG,3,neutral,Eredivisie
473612,Feyenoord   Duindorp,ORG,3,neutral,Eredivisie
473612,Welcome to the,ORG,5,positive,Eredivisie
473612,Varkenoord Fanboy,ORG,5,positive,Eredivisie
473612,Opinions I Insta,ORG,5,positive,Eredivisie
473612,Welcome to the,ORG,5,positive,Eredivisie
473612,Japanse Feyenoorder,ORG,5,positive,Eredivisie
473612,anti020,ORG,5,positive,Eredivisie
473612,Eredivisie,ORG,5,positive,Eredivisie
473612,Oranje,PERSON,5,positive,Eredivisie
473612,Welcome to the,ORG,5,positive,Eredivisie
473612,Feyenoord,NORP,5,positive,Eredivisie
473612,eerste,ORDINAL,3,neutral,Eredivisie
